Texto,labels,predicted_label
She didn't do her job.,,0
 I was at the Capitol on January 6th.,,0
I was the vice president-elect.,,0
I was also an acting senator.,,0
I was there.,,0
"And on that day, the President of the United States incited a violent mob to attack our nation's Capitol, to desecrate our nation's Capitol.",,0
"On that day, 140 law enforcement officers were injured, and some died.",,1
"And understand, the former president has been indicted and impeached for exactly that reason.",,0
But this is not an isolated situation.,,0
"Let's remember Charlottesville, where there was a mob of people carrying tiki torches, spewing anti-Semitic hate.",,1
And what did the president then at the time say?,,0
There were fine people on each side.,,0
Let's remember.,,1
"that when it came to the Proud Boys, a militia, the president said, the former president said, stand back and stand by.",,0
"So for everyone watching who remembers what January 6th was, I say, we don't have to go back.",,0
Let's not go back.,,0
We're not going back.,,0
It's time to turn the page.,,0
"And if that was a bridge too far for you, well, there is a place in our campaign for you to stand for country, to stand for our democracy, to stand for rule of law, and to end the chaos  and to end the approach that is about attacking the foundations of our democracy because you don't like the outcome.",,1
And be clear on that point.,,0
"Donald Trump, the candidate, has said in this election there will be a bloodbath if this and the outcome of this election is not to his liking.",,1
Let's turn the page on this.,,0
Let's not go back.,0.0,0
Let's chart a course for the future and not go backwards to the past.,,0
" It was a different term, and it was a term that related to energy, because they have destroyed our energy business.",,0
That was where bloodbath was.,,1
"Also, on Charlottesville, that story has been, as you would say, debunked.",,0
"Laura Ingraham, Sean Hannity, Jesse, all of these people, they covered it.",,0
"If they go an extra sentence, they will see it was perfect.",,0
"It was debunked in almost every newspaper, but they still bring it up, just like they bring 2025 up.",,0
They bring all of this stuff up.,,0
I ask you this.,,0
You talk about the Capitol.,,0
Why are we allowing these millions of people to come through on the southern border?,,0
How come she's not doing anything?,,0
"And I'll tell you what I would do, and I would be very proud to do it.",,0
I would say we would both leave this debate right now.,,0
"I'd like to see her go down  to washington dc during this debate because we're wasting a lot of time go down to because she's been so bad it's so ridiculous go down to washington dc and let her sign a bill to close up the border because they have the right to do it they don't need bills they have the right to do the president of the united states you'll get them out of bed you'll wake them up at four o'clock in the afternoon you'll say come on come on down to the office let's sign a bill  If he signs a bill that the border is closed, all he has to do is say it to the border patrol, who are phenomenal.",,1
"If they do that, the border is closed.",,0
"Those people are killing many people, unlike J6.",,0
I said that?,,0
"No, I don't acknowledge that at all.",,0
But you did say that.,,0
I said that sarcastically.,,0
You know that.,,0
"We said, oh, we lost by a whisker.",,0
That was said sarcastically.,,0
Look...,,0
There's so much proof.,,0
All you have to do is look at it.,,0
And they should have sent it back to the legislatures for approval.,,0
"I got almost 75 million votes, the most votes any sitting president has ever gotten.",,0
"I was told if I got 63, which was what I got in 2016, you can't be beaten.",,0
"The election, people should never be thinking about an election as fraudulent.",,0
We need two things.,,0
We need walls.,,0
"We need, and we have to have it.",,0
We have to have borders and we have to have good elections.,,0
Our elections are bad.,,0
"And a lot of these illegal immigrants coming in, they're trying to get them to vote.",,0
They can't even speak English.,,1
They don't even know what country they're in practically.,,1
And these people are trying to get them to vote.,,0
And that's why they're allowing them to come into our country.,,0
No judge looked at it.,,0
They said we didn't have standing.,,0
That's the other thing.,,0
"They said we didn't have standing, a technicality.",,0
Can you imagine a system where a person in an election doesn't have standing?,,0
The President of the United States doesn't have standing.,,1
That's how we lost.,,0
"If you look at the facts, and I'd love to have you do a special on it.",,0
"I'll show you Georgia, and I'll show you Wisconsin, and I'll show you Pennsylvania, and I'll show you... We have so many facts and statistics.",,0
But you know what?,,0
"That doesn't matter, because we have to solve the problem that we have right now.",,0
That's old news.,,0
"And the problem that we have right now is we have a nation in decline, and they have put it into decline.",,0
"We have a nation that is dying, David.",,1
 Donald Trump was fired by 81 million people.,,0
So let's be clear about that.,,0
And clearly he is having a very difficult time processing that.,,1
"But we cannot afford to have a President of the United States who attempts, as he did in the past, to upend the will of the voters in a free and fair election.",,0
"And I'm going to tell you that I have traveled the world as Vice President of the United States, and world leaders are laughing at Donald Trump.",,0
"I have talked with military leaders, some of whom worked with you, and they say you're a disgrace.",,1
"And when you then talk in this way in a presidential debate and deny what over and over again are court cases you have lost because you did, in fact, lose that election, it leads one to believe that perhaps we do not have in the candidate to my right the temperament  or the ability to not be confused about fact.",,0
"That's deeply troubling, and the American people deserve better.",,1
Let me just tell you about world leaders.,,0
"Viktor Orban, one of the most respected men.",,0
They call him a strong man.,,0
He's a tough person.,,0
Smart.,,0
Prime Minister of Hungary.,,0
"They said, why is the whole world blowing up?",,0
"Three years ago, it wasn't.",,0
Why is it blowing up?,,0
"He said, because you need Trump back as president.",,0
They were afraid of him.,,1
China was afraid.,,1
"And I don't like to use the word afraid, but I'm just quoting him.",,1
China was afraid of him.,,1
North Korea was afraid of him.,,1
"Look at what's going on with North Korea, by the way.",,0
He said Russia was afraid of him.,,1
I ended the Nord Stream 2 pipeline and Biden put it back on day one.,,0
But he ended the XL pipeline.,,0
"The XL pipeline in our country, he ended that, but he let the Russians build a pipeline going all over Europe and heading into Germany, the biggest pipeline in the world.",,0
"Look, Viktor Orban  said it.",,0
"He said the most respected, most feared person is Donald Trump.",,0
We had no problems when Trump was president.,,0
"But when this weak, pathetic man that you saw at a debate just a few months ago, that if he weren't in that debate, he'd be running instead of Hearst.",,1
He got no votes.,,0
He got 14 million votes.,,0
"What you did, you talk about a threat to democracy.",,1
He got 14 million votes and they threw him out of office.,,0
And you know what?,,0
I'll give you a little secret.,,0
He hates her.,,1
He can't stand her.,,1
But he got 14 million votes.,,0
They threw him out.,,0
She got zero votes.,,0
"And when she ran, she was the first one to leave because she failed.",,0
And now she's running.,,0
"I don't understand it, but I'm OK with it because I think we're going to do very well.",,0
 nearly 100 hostages remain just last week prime minister benjamin netanyahu said there's not a deal in the making president biden has not been able to break through the stalemate how would you do it well let's understand how we got here on october 7 hamas a terrorist organization slaughtered 1200 israelis many of them young people who are simply attending a concert  women were horribly raped.,,1
"And so absolutely, I said then, I say now, Israel has a right to defend itself.",,0
We would.,,0
"And how it does so matters, because it is also true, far too many innocent Palestinians have been killed, children, mothers.",,0
What we know is that this war must end.,,0
"It must end immediately, and the way it will end is we need a ceasefire deal and we need the hostages out.",,0
And so we will continue to work around the clock on that.,,0
work around the clock also understanding that we must chart a course for a two-state solution.,,0
"And in that solution, there must be security for the Israeli people and Israel and an equal measure for the Palestinians.",,0
"But the one thing I will assure you always,  I will always give Israel the ability to defend itself, in particular as it relates to Iran and any threat that Iran and its proxies pose to Israel.",,0
"But we must have a two-state solution where we can rebuild Gaza, where the Palestinians have security, self-determination, and the dignity they so rightly deserve.",,0
"If I were president, it would have never started.",,0
"If I were president, Russia would have never, ever, I know Putin very well, he would have never, and there was no threat of it either, by the way, for four years, have gone into Ukraine and killed millions of people when you add it up.",,0
Far worse than people understand what's going on over there.,,0
"But when she mentions about Israel, all of a sudden, she hates Israel.",,0
She wouldn't even meet with Netanyahu when he went to Congress to make a very important speech.,,0
She refused to be there because she was at a sorority party of hers.,,0
She wanted to go to the sorority party.,,0
"she hates israel if she's president i believe that israel will not exist within two years from now and i've been pretty good at predictions and i hope i'm wrong about that one she hates israel at the same time in her own way she hates the arab population because the whole place is going to get blown up arabs  Jewish people, Israel, Israel will be gone.",,0
It would have never happened.,,0
Iran was broke under Donald Trump.,,0
Now Iran has $300 billion because they took off all the sanctions that I had.,,0
Iran had no money for Hamas or Hezbollah or any of the 28 different  uh... spheres of terror and they are spheres of terror horrible terror they had no money it was a big story and you know it you covered it very well actually they had no money for terror they were broke now they're a rich nation and now what they're doing is they're spreading that money around  Look at what's happening with the Houthis and Yemen.,,0
Look at what's going on in the Middle East.,,0
This would have never happened.,,0
I will get that settled and fast and I'll get the war with Ukraine and Russia ended.,,0
"If I'm president elect, I'll get it done before even becoming president.",,0
That's absolutely not true.,,0
I have  my entire career and life supported Israel and the Israeli people.,,0
He knows that.,,0
"He's trying to, again, divide and distract from the reality, which is it is very well known that Donald Trump is weak and wrong on national security and foreign policy.",,0
"It is well known that he admires dictators, wants to be a dictator on day one, according to himself.",,0
It is well known that he said of Putin that he can do whatever the hell he wants and go into Ukraine.,,0
"It is well known that he said when Russia went into Ukraine, it was brilliant.",,0
It is well known he exchanged love letters with Kim Jong-un.,,0
And it is absolutely well known that these dictators and autocrats are rooting for you to be president again because they're so clear they can manipulate you with flattery and favors.,,0
And that is why  So many military leaders who you have worked with have told me you are a disgrace.,,1
"That is why we understand that we have to have a president who is not consistently weak and wrong on national security, including the importance of upholding and respecting in highest regard our military.",,0
" and she's the one that caused it, that's weak on national security by allowing every nation last month for the year, 168 different countries, sending people into our country.",,0
Their crime rates are way down.,,0
"Putin endorsed her last week, said, I hope she wins.",,0
And I think he meant it.,,0
because what he's gotten away with is absolutely incredible.,,0
It wouldn't have happened with me.,,0
"The leaders of other countries think that they're weak and incompetent, and they are.",,0
They're grossly incompetent.,,1
And I just ask one question.,,0
"Why does Biden go in and kill the Keystone pipeline and approve the single biggest deal that Russia's ever made, Nord Stream 2, the biggest pipeline anywhere in the world, going to Germany and all over Europe?",,0
because they're weak and they're ineffective.,,1
"And Biden, by the way, gets paid a lot of money.",,0
I want the war to stop.,,0
I want to save lives that are being uselessly people being killed by the millions.,,0
It's the millions.,,0
"It's so much worse than the numbers that you're getting, which are fake numbers.",,0
Look.,,0
"We're in for $250 billion or more because they don't ask Europe, which is a much bigger beneficiary to getting this thing done than we are.",,0
They're in for $150 billion less because Biden and you don't have the courage to ask Europe like I did with NATO.,,0
"They paid billions and billions, hundreds of billions of dollars when I said either you pay up or we're not going to protect you anymore.",,0
So that's maybe one of the reasons they don't like me as much as they like weak people.,,0
You take a look at what's happening.,,0
We're in for 250 to 275 billion.,,0
They're into 100 to 150.,,0
They should be forced to equalize.,,0
"With that being said, I want to get the war settled.",,0
"I know Zelenskyy very well, and I know Putin very well.",,0
"I have a good relationship, and they respect  You're president, okay?",,0
They respect me.,,0
They don't respect Biden.,,0
How would you respect him?,,0
Why?,,0
For what reason?,,0
"He hasn't even made a phone call in two years to Putin, hasn't spoken to anybody.",,0
They don't even try and get it.,,0
That is a war that's dying to be settled.,,0
I will get it settled before I even become president.,,0
"If I win, when I'm president-elect, and what I'll do is I'll speak to one, I'll speak to the other, I'll get them together, that war would have never happened.",,0
"And, in fact, when I saw Putin after I left,  unfortunately left because our country has gone to hell.",,1
"But after I left, when I saw him building up soldiers, he did it after I left.",,0
"I said, oh, he must be negotiating.",,0
"It must be a good, strong point of negotiation.",,0
"Well, it wasn't because Biden had no idea how to talk to him.",,0
He had no idea how to stop it.,,1
And now you have millions of people dead and it's only getting worse and it could lead to World War Three.,,0
"Don't kid yourself, David.",,1
"We're playing with World War III, and we have a president that we don't even know if he's... Where is our president?",,0
We don't even know if he's a president.,,1
And just to clarify here...,,0
They threw him out of a campaign like a dog.,,0
We don't even know.,,0
Is he our president?,,0
But we have a president that doesn't know he's alive.,,1
"I think it's the U.S. best interest to get this war finished and just get it done, negotiate a deal, because we have to stop all of these human lives from being destroyed.",,0
" Well, first of all, it's important to remind the former president you're not running against Joe Biden, you're running against me.",,0
I believe the reason that Donald Trump says that this war would be over within 24 hours is because he would just give it up.,,0
And that's not who we are as Americans.,,0
Let's understand what happened here.,,0
I actually met with Zelensky a few days before Russia invaded.,,0
"tried through force to change territorial boundaries, to defy one of the most important international rules and norms, which is the importance of sovereignty and territorial integrity.",,0
And I met with President Zelensky.,,0
I shared with him American intelligence about how he could defend himself.,,0
"Days later, I went to NATO's eastern flank, to Poland and Romania.",,0
"And through the work that I and others did, we brought 50 countries together to support Ukraine in its righteous defense.",,0
"And because of our support, because of the air defense, the ammunition, the artillery, the javelins, the Abrams tanks that we have provided, Ukraine stands as an independent and free country.",,0
"If Donald Trump were president, Putin would be sitting in Kyiv right now.",,0
"And understand what that would mean, because Putin's agenda is not just about Ukraine.",,0
"Understand why the European allies and our NATO allies are so thankful that you are no longer president, and that we understand the importance of the greatest military alliance the world has ever known, which is NATO.",,0
and what we have done to preserve the ability of Zelensky and the Ukrainians to fight for their independence.,,0
"Otherwise, Putin would be sitting in Kyiv with his eyes on the rest of Europe, starting with Poland.",,0
"And why don't you tell the 800,000 Polish Americans right here in Pennsylvania how quickly you would give up for the sake of favor and what you think is a friendship with what is known to be a dictator who would eat you for lunch.",,0
" Putin would be sitting in Moscow, and he wouldn't have lost 300,000 men and women.",,0
But he would have been sitting in Moscow.,,0
"Quiet, please.",,0
He would have been sitting in Moscow much happier than he is right now.,,0
"But eventually, you know, he's got a thing that other people don't have.",,0
He's got nuclear weapons.,,0
They don't ever talk about that.,,0
He's got nuclear weapons.,0.0,0
Nobody ever thinks about that.,,0
"And eventually, maybe he'll use them, and maybe he hasn't been that threatening.",,0
"But he does have that, something we don't even like to talk about.",,0
Nobody likes to talk about it.,,0
"But just so you understand, they sent her to negotiate peace before this war started.",,0
"Three days later, he went in and he started the war, because everything they said was weak and stupid.",,0
They said the wrong things.,,0
That war should have never started.,,0
She was the emissary.,,0
They sent her in to negotiate with Zelensky and Putin.,,0
And she did.,,0
And the war started three days later.,,0
And that's the kind of talent we have with her.,,0
"She's worse than Biden, in my opinion.",,1
I think he's the worst president in the history of our country.,,1
She goes down as the worst vice president in the history of our country.,,1
But let me tell you something.,,0
She is a horrible negotiator.,,1
They sent her in to negotiate.,,0
"As soon as they left, Putin did the invasion.",,0
"Yet again, I said at the beginning of this debate, you're going to hear a bunch of lies coming from this fellow.",,1
And that is another one.,,0
"When I went to meet with President Zelensky, I've now met with him over five times.",,0
"The reality is it has been about standing as America always should, as a leader upholding international rules and norms, as a leader who shows strength understanding that the alliances we have around the world are dependent on our ability to look out for our friends and not favor our enemies because you adore strongmen instead of caring about democracy.",,0
And that is very much what is at stake here.,,0
The president of the United States is commander in chief and the American people have a right to rely on a president who understands the significance of America's role and responsibility in terms of ensuring that there is stability and ensuring we stand up for our principles and not sell them for the benefit of personal flattery.,,0
General Stoltenberg said Trump did the most amazing thing I've ever seen.,,0
"He got these countries, the 28 countries at the time,  to pay up.",,0
"He said, I've never seen.",,0
He's the head of NATO.,,0
"He said, I've never seen.",0.0,0
"For years, we were paying almost all of NATO.",,0
"We were being ripped off by European nations, both on trade and on NATO.",,0
"I got them to pay up by saying one of the statements you made before, if you don't pay, we're not going to protect you.",,0
"Otherwise, we would have never gotten it.",,0
He said it was one of the most incredible jobs that he's ever seen done.,,0
" Well, I will tell you, I agreed with President Biden's decision to pull out of Afghanistan.",,0
"Four presidents said they would, and Joe Biden did.",,0
"And as a result, America's taxpayers are not paying the $300 million a day we were paying for that endless war.",,0
"And as of today, there is not one member of the United States military who is in active duty in a combat zone, in any war zone around the world, the first time this century.",,0
But let's understand how we got to where we are.,,0
"Donald Trump, when he was president, negotiated one of the weakest deals you can imagine.",,0
He calls himself a dealmaker.,,0
"Even his national security advisor said it was a weak, terrible deal.",,1
And here's how it went down.,,0
He bypassed the Afghan government.,,0
He negotiated directly with a terrorist organization called the Taliban.,,0
"The negotiation involved the Taliban getting 5,000 Taliban terrorists released.",,0
And get this.,,0
"No, get this.",,0
And the president at the time invited the Taliban to Camp David.,,0
"a place of storied significance for us as Americans, a place where we honor the importance of American diplomacy, where we invite and receive respected world leaders.",,0
"And this former president, as president, invited them  to Camp David because he does not again appreciate the role and responsibility of the President of the United States to be Commander in Chief with a level of respect.",,0
"And this gets back to the point of how he has consistently disparaged and demeaned members of our military, fallen soldiers, and the work that we must do to uphold the strength and the respect of the United States of America around the world.",,1
"Yeah, thank you.",,0
"So if you take a look at that period of time, the Taliban was killing our soldiers, a lot of them, with snipers.",,0
And I got involved with the Taliban because the Taliban was doing the killing.,,0
That's the fighting force within Afghanistan.,,0
"They don't bother doing that because, you know, they deal with the wrong people all the time.",,0
But I got involved.,,0
And Abdul is the head of the Taliban.,,0
He is still the head of the Taliban.,,0
"And I told Abdul, don't do it anymore.",,0
"You do it anymore, you're going to have problems.",,0
"And he said, why do you send me a picture of my house?",,0
"I said, you're going to have to figure that out, Abdul.",,0
"And for 18 months, we had nobody killed.",,0
We did have an agreement negotiated by Mike Pompeo.,,0
It was a very good agreement.,,0
"The reason it was good, it was we were getting out.",,0
"We would have been out faster than them, but we wouldn't have lost the soldiers.",,0
We wouldn't have left many Americans behind.,,0
"And we wouldn't have left, we wouldn't have left  $85 billion worth of brand-new, beautiful military equipment behind.",,0
"And just to finish, they blew it.",,0
"The agreement said, you have to do this, this, this, this, this, and they didn't do it.",,0
They didn't do it.,,0
The agreement was...  was terminated by us because they didn't do what they were supposed to do i want to move and these people did the worst withdrawal and in my opinion the most embarrassing moment in the history of our country and by the way that's why russia attacked ukraine because they saw how incompetent she and her boss are president trump thank you,,1
"I don't, and I don't care.",,0
I don't care what she is.,,0
I don't care.,,0
"You make a big deal out of something, I couldn't care less.",,0
Whatever she wants to be is okay with me.,,0
I don't know.,,0
"I mean, all I can say is I read where she was not black that she put out.",,0
And I'll say that.,,0
And then I read that she was black.,,0
And that's OK.,,0
Either one was OK with me.,,0
That's up to her.,,0
That's up to her.,0.0,0
" I think it's, I mean, honestly, I think it's a tragedy that we have someone who wants to be president who has consistently, over the course of his career, attempted to use race to divide the American people.",,1
"You know, I do believe that the vast majority of us know that we have so much more in common than what separates us, and we don't want  this kind of approach that is just constantly trying to divide us, and especially by race.",,0
And let's remember how Donald Trump started.,,0
"He was a land, he owned land, he owned buildings, and he was investigated because he refused to rent,  property to black families.",,0
"Let's remember this is the same individual who took out a full page ad in the New York Times calling for the execution of five young black and Latino boys who were innocent, the Central Park Five.",,0
took out a full-page ad calling for their execution.,,0
This is the same individual who spread birther lies about the first black president of the United States.,,0
"And I think the American people want better than that, want better than this, want someone who understands, as I do, I travel our country.",,0
We see in each other a friend.,,0
We see in each other a neighbor.,,0
We don't want a leader who is constantly trying to have Americans point their fingers at each other.,,0
"I meet with people all the time who tell me, can we please just have discourse about how we're going to invest in the aspirations and the ambitions and the dreams of the American people?",,0
"knowing that regardless of people's color or the language their grandmother speaks, we all have the same dreams and aspirations and want a president who invests in those, not in hate and division.",,0
This is the most divisive presidency in the history of our country.,,1
There's never been anything like it.,,1
"They're destroying our country, and they come up with things like  what she just said, going back many, many years, when a lot of people, including Mayor Bloomberg, agreed with me on the Central Park Five.",,1
"They admitted, they said, they pled guilty.",,0
"And I said, well, if they pled guilty, they'd badly hurt a person, killed a person, ultimately.",,0
"And if they pled guilty, then they pled we're not guilty.",,0
"But this is a person that has to stretch back years, 40, 50 years ago, because there's nothing now.",,0
"I built one of the greatest economies in the history of the world, and I'm going to build it again.",,0
"It's going to be bigger, better, and stronger.",,0
But they're destroying our economy.,,1
They have no idea what a good economy is.,,1
"Their oil policies, every single policy.",,0
And remember this.,,0
She is Biden.,,0
"You know, she's trying to get away from Biden.",,0
"I don't know the gentleman, she says.",,0
She is Biden.,0.0,0
The worst inflation we've ever had.,,0
A horrible economy because inflation has made it so bad.,,1
And she can't get away with that.,,0
Thank you.,,0
Your time is up.,,0
"I want to respond to that, though.",,0
I want to just respond briefly.,,0
"Clearly, I am not Joe Biden, and I am certainly not Donald Trump.",,0
"And what I do offer is a new generation of leadership for our country, one who believes in what is possible, one who brings a sense of optimism about what we can do instead of always disparaging the American people.",,1
"I believe in what we can do to  strengthen our small businesses, which is why I have a plan.",,0
Let's talk about our plans and let's compare the plans.,,0
"I have a plan to give startup businesses $50,000 tax deduction.",,0
"to pursue their ambitions, their innovation, their ideas, their hard work.",,0
"I have a plan, $6,000 for young families for the first year of your child's life to help you in that most critical stage of your child's development.",,0
I have a plan.,,0
"that is about allowing people to be able to pursue what has been fleeting in terms of the American dream by offering a help with down payment of $25,000 down payment assistance for first time home buyers.",,0
"That's the kind of conversation I believe, David, that people really want tonight as opposed to a conversation that is constantly about belittling and name calling.",,1
Let's turn the page and move forward.,,0
"President Trump, we have to move on.",,0
She has a plan to defund the police.,,0
She has a plan to confiscate everybody's gun.,,0
She has a plan to not allow fracking in Pennsylvania or anywhere else.,,0
That's what her plan is until just recently.,,0
 The former president has said something twice that I need to respond to.,,0
I just need to respond one time to what he has said multiple times.,,0
Obamacare was lousy health care.,,1
Always was.,,0
It's not very good today.,,0
"And what I said, that if we come up with something and we are working on things, we're going to do it and we're going to replace it.",,0
But remember this.,,0
I inherited Obamacare because Democrats wouldn't change it.,,0
They wouldn't vote for it.,,0
They were unanimous.,,0
They wouldn't vote to change it.,,0
"If they would have done that, we would have had a much better plan than Obamacare.",,0
But the Democrats came up.,,0
They wouldn't vote for it.,0.0,0
I had a choice to make when I was president.,,0
Do I save it and make it as good as it can be?,,0
Never going to be great.,,0
Or do I let it rot?,,1
"And I felt I had an obligation, even though politically it would have been good, to just let it rot and let it go away.",,0
"I decided, and I told my people, the top people, and they're very good people.",,0
I have a lot of good people in that administration.,,0
We read about the bad ones.,,0
"We had some real bad ones, too, and so do they.",,0
They have really bad ones.,,0
The difference is they don't get rid of them.,,0
But let me just explain.,,0
I had a choice to make.,,0
"Do I save it and make it as good as it can be, or do I let it rot?",,1
And I saved it.,,0
I did the right thing.,,0
"But it's still never going to be great, and it's too expensive for people.",,0
And what we will do is we're looking at different plans.,,0
"If we can come up with a plan that's going to cost our people, our population, less money, and be better healthcare than Obamacare, then I would absolutely do it.",,0
"But until then, I'd run it as good as it can be run.",,0
I have concepts of a plan.,,0
"I'm not president right now, but if  We come up with something.",,0
I would only change it if we come up with something that's better and less expensive.,,0
And there are concepts and options we have to do that.,,0
And you'll be hearing about it in the not too distant future.,,0
" Well, first of all, I absolutely support and over the last four years as vice president private health care options.",,0
But what we need to do is maintain and grow the Affordable Care Act.,,0
"But I'll get to that, Lindsay.",,0
I just need to respond to a previous point that the former president has made.,,0
I've made very clear my position on fracking and then this business about taking everyone's guns away.,,0
Tim Walz and I are both gun owners.,,0
We're not taking anybody's guns away.,,0
So stop with the continuous lying about this stuff.,,1
"As it relates to the Affordable Care Act, understand, just look at the history to know where people stand.",,0
"When Donald Trump was president, 60 times he tried to get rid of the Affordable Care Act, 60 times.",,0
"I was a senator at the time when I will never forget the early morning hours when it was up for a vote in the United States Senate, and the late, great John McCain, who you have disparaged,  as being, you don't like him, you said at the time, because he got caught.",,1
He was an American hero.,,1
"The late, great John McCain, I will never forget that night, walked onto the Senate floor and said, no you don't.",,1
No you don't.,,0
No you don't get rid of the Affordable Care Act.,,0
You have no plan.,,0
And what the Affordable Care Act has done is eliminate the ability of insurance companies to deny people with pre-existing conditions.,,0
"I don't have to tell the people watching tonight, you remember what that was like?",,0
"Remember when an insurance company could deny if a child had asthma, if someone was a breast cancer survivor, if a grandparent had diabetes?",,1
"And thankfully, as I've been vice president and we over the last four years have strengthened the Affordable Care Act, we have allowed for the first time Medicare to negotiate drug prices on behalf of you, the American people.",,0
Donald Trump said he was going to allow Medicare to negotiate  drug prices?,,0
He never did.,,0
We did.,,0
And now we have capped the cost of insulin at $35 a month.,,0
"Since I've been vice president, we have capped the cost of prescription medication for seniors at $2,000 a year.",,0
"And when I am president, we will do that for all people, understanding that the value I bring to this  is that access to health care should be a right and not just a privilege of those who can afford it.",,0
"And the plan has to be to strengthen the Affordable Care Act, not get rid of it, fast as prologue in terms of where Donald Trump stands on that.",,0
"Number one, John McCain fought Obamacare for 10 years, but it wasn't only him.",,0
It was all of the Democrats that kept it going.,,0
And you know what?,,0
"We can do much better than Obamacare, much less money.",,0
"But she won't improve private insurance for people, private medical insurance.",,0
That's another thing she doesn't want to get.,,0
"People are paying privately for insurance that have worked hard and made money, and they want to have private.",,0
She wants everybody to be on government insurance where you wait.,,0
Six months for an operation that you need immediately.,,0
" Well, the former president had said the climate change is a hoax.",,0
And what we know is that it is very real.,,0
"You ask anyone who lives in a state who has experienced these extreme weather occurrences, who now is either being denied home insurance or it's being jacked up.",,0
"You ask anybody who has been the victim of what that means in terms of losing their home, having nowhere to go.",,1
We know that we can actually deal with this issue.,,0
The young people of America care deeply about this issue.,,0
"And I am proud that as Vice President over the last four years, we have invested a trillion dollars in a clean energy economy while we have also increased domestic gas production,  to historic levels.",,0
"We have created over 800,000 new manufacturing jobs while I have been vice president.",,0
We have invested in clean energy to the point that we are opening up factories around the world.,,0
Donald Trump said he was going to create manufacturing jobs.,,0
He lost manufacturing jobs.,,0
"And I'm also proud to have the endorsement of the United Auto Workers and Sean Fain, who also know that part of building a clean energy economy includes investing in American-made products, American automobiles, it includes.",,0
"growing what we can do around American manufacturing and opening up auto plants, not closing them like happened under Donald Trump.",,0
"Vice President Harris, thank you.",,0
It didn't happen under Donald Trump.,,0
"Let me just tell you, they lost 10,000 manufacturing jobs this last month.",,0
It's going.,,0
They're all leaving.,,0
"They're building big auto plants in Mexico, in many cases owned by China.",,0
"They're building these massive plants, and they think they're going to sell their cars into the United States because of these people.",,0
What they have given to China is unbelievable.,,0
But we're not going to let that.,,0
"We'll put tariffs on those cars so they can't come into our country, because they will kill  The United Auto Workers and any auto worker, whether it's in Detroit or South Carolina or any other place, what they've done to business and manufacturing in this country is horrible.",,1
We have nothing because they refuse.,,1
"You know, Biden doesn't go after people because supposedly China paid him millions of dollars.",,0
He's afraid to do it between him and his son.,,0
They get all this money from Ukraine.,,0
They get all this money from all of these different countries.,,0
"And then you wonder, why is he so loyal to this one, that one, Ukraine, China?",,0
Why is he?,,0
Why did he get $3.5 million from the mayor of Moscow's wife?,,0
"Why did he get, why did she pay him $3.5 million?",,0
"This is a crooked administration, and they're selling our country down the tubes.",,1
"President Trump, thank you.",,0
Thank you.,,0
So I think you've heard tonight two very different visions for our country.,,0
One that is focused on the future and the other that is focused on the past and an attempt to take us backward.,,0
But we're not going back.,,0
And I do believe that the American people know we all have so much more in common than what separates us.,,0
And we can chart a new way forward.,,0
"And a vision of that includes having a plan, understanding the aspirations, the dreams, the hopes, the ambition of the American people, which is why I intend to create  an opportunity economy, investing in small businesses, in new families, in what we can do around protecting seniors, what we can do that is about giving hardworking folks a break and bringing down the cost of living.",,0
"I believe in what we can do together that is about sustaining America's standing in the world and ensuring that we have the respect that we so rightly deserve, including respecting our military and ensuring we have the most lethal fighting force in the world.",,0
"I will be a president that will protect our fundamental rights and freedoms, including the right of a woman to make decisions about her own body and not have her government tell her what to do.",,0
"I'll tell you, I started my career as a prosecutor.",,0
"I was a DA, I was an Attorney General, a United States Senator, and now Vice President.",,0
"I've only had one client, the people.",,0
"And I'll tell you, as a prosecutor, I never asked a victim or a witness, are you a Republican or a Democrat?",,0
"The only thing I ever asked them, are you okay?",,0
"And that's the kind of president we need right now, someone who cares about you and is not putting themselves first.",,0
"I intend to be a president for all Americans and focus on what we can do over the next 10 and 20 years to build back up our country by investing right now in you, the American people.",,0
" So she just started by saying she's gonna do this, she's gonna do that, she's gonna do all these wonderful things.",,0
Why hasn't she done it?,,0
She's been there for three and a half years.,,0
They've had three and a half years to fix the border.,,0
They've had three and a half years to  create jobs and all the things we talked about.,,0
Why hasn't she done it?,0.0,0
"She should leave right now, go down to that beautiful White House, go to the Capitol, get everyone together and do the things you want to do.",,0
But you haven't done it and you won't do it because you believe in things that the American people don't believe in.,,0
"You believe in things like we're not going to frack, we're not going to take fossil fuel, we're not going to do things that are going to make this country strong, whether you like it or not.",,0
Germany tried that.,,0
"And within one year, they were back to building normal energy plants.",,0
We're not ready for it.,,1
We can't sacrifice our country for the sake of bad vision.,,0
But I just ask one simple question.,,0
Why didn't she do it?,,0
We're a failing nation.,,0
We're a nation that's in serious decline.,,0
We're being laughed at all over the world.,,0
"All over the world, they laugh.",,0
I know the leaders very well.,,0
They're coming to see me.,,0
They call me.,,0
We're laughed at all over the world.,,0
They don't understand what happened to us as a nation.,,0
We're not a leader.,,0
We don't have any idea what's going on.,,0
We have wars going on in the Middle East.,,0
We have wars going on with Russia and Ukraine.,,0
"We're going to end up in a Third World War, and it'll be a war like no other because of nuclear weapons, the power of weaponry.",,1
I rebuilt our entire military.,,0
