Texto,Etiqueta
"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",1
"When Governor Reagan has been asked about that, he makes the very disturbing comment that non-proliferation, or the control of the spread of nuclear weapons, is none of our business.",0
"This ultimate terrorist threat is the most fearsome of all, and it's part of a pattern where our country must stand firm to control terrorism of all kinds.",0
"I think that this is a kind of a hypocritical policy when, at the same time, we're maintaining a detente with the one nation in the world where there are no human rights at all - the Soviet Union.",0
"I have no quarrel whatsoever with the things that have been done, because I believe it is high time that the civilized countries of the world made it plain that there is no room worldwide for terrorism; there will be no negotiation with terrorists of any kind.",0
"To negotiate with the Soviet Union a balanced, controlled, observable, and then reducing levels of atomic weaponry, there is a disturbing pattern in the attitude of Governor Reagan.",0
"It's understandable that a Senator in the preliminary debates can make an irresponsible statement, or, maybe, an ill-advised statement.",0
"But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing.",0
Governor Reagan is making some very misleading and disturbing statements.,0
It would be very disturbing to American people.,0
"I had a discussion with my daughter, Amy, the other day, before I came here, to ask her what the most important issue was. She said she thought nuclear weaponry - and the control of nuclear arms. This is a formidable force.",1
"This commitment has been opening up a very bright vista for our nation in the future, because with the windfall profits tax as a base, we now have an opportunity to use American technology and American ability and American natural resources to expand rapidly the production of synthetic fuels, yes; to expand rapidly the production of solar energy, yes; and also to produce the traditional kinds of American energy.",0
"To repeat myself, we have this year the opportunity, which we'll realize, to produce 800 million tons of coal - an unequaled record in the history of our country.",0
"It would have destroyed the economy of California, and, I must say, we had the support of Congress when we pointed out how ridiculous this attempt was by the Environmental Protection Agency.",0
He wants to put all our eggs in one basket and give that basket to the major oil companies.,2
"These kinds of approaches are very dangerous to the security, the well being and the peace of mind of the retired people of this country and those approaching retirement age.",0
"Mr. President, the voluntary thing that I suggested many years ago was that with a young man orphaned and raised by an aunt who died, his aunt was ineligible for Social Security insurance because she was not his mother.",0
"I think it is disgraceful that the Disability Insurance Fund in Social Security finds checks going every month to tens of thousands of people who are locked up in our institutions for crime or for mental illness, and they are receiving disability checks from Social Security every month while a state institution provides for all of their needs and their care.",0
"The allusions to basic changes in the minimum wage is another, and the deleterious comments that Governor Reagan has made about unemployment compensation.",0
"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",4
"This is a contest between a Democrat in the mainstream of my party, as exemplified by the actions that I have taken in the Oval Office the last four years, as contrasted with Governor Reagan, who in most cases does typify his party, but in some cases, there is a radical departure by him from the heritage of Eisenhower and others.",0
"The most important crucial difference in this election campaign, in my judgment, is the approach to the control of nuclear weaponry and the inclination to control or not to control the spread of atomic weapons to other nations who don't presently have it, particularly terrorist nations.",0
"Obviously, no President wants war, and I certainly do not believe that Governor Reagan, if he were President, would want war, but a President in the Oval Office has to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace, through diplomacy, or in a careless way in a belligerent attitude which has exemplified his attitudes in the past.",0
"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country. We have made remarkable success.",0
"But I would like to call the attention of the people to the fact that that so-called simple amendment would be used by mischievous men to destroy discriminations that properly belong, by law, to women respecting the physical differences between the two sexes, labor laws that protect them against things that would be physically harmful to them.",0
"Now, as to why I should be and he shouldn't be, when he was a candidate in 1976, President Carter invented a thing he called the misery index. He added the rate of unemployment and the rate of inflation, and it came, at that time, to 12.5% under President Ford. Today, by his own decision, the misery index is in excess of 20%, and I think this must suggest something.",2
"The United States must be a nation strong; the United States must be a nation secure. We must have a society that's just and fair. And we must extend the benefits of our own commitment to peace, to create a peaceful world.",0
"It's a lonely job, but with the involvement of the American people in the process, with an open Government, the job is a very gratifying one.",0
"I would like to have a crusade today, and I would like to lead that crusade with your help. And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",0
"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",0
"The American people now are facing, next Tuesday, a lonely decision. Those listening to my voice will have to make a judgment about the future of this country.",1
"I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help. We're providing that young woman with help.",0
"I'm saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention.",0
"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don't understand that that sends out a very, very bad message to our young people, it's a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you.",0
And in my state I'm proud to say we've organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country.,1
"I guess the question I would ask of Mr. Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country.",2
"Peter, it's one of the most agonizing decisions a president has to make.",0
"But if there's one thing we also understand it is that you cannot make concessions to terrorists, ever, ever.",0
"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know.",0
"So, there can be no concessions under any circumstances, because if we do it's an open invitation to others to do the same.",0
It was ignored in that case and it was a very very serious mistake in judgment.,0
"Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers.â‰¤  I think those are very very serious questions of judgment, which those of you who are watching us here tonight have a right to judge and review.",1
"But let's not go back to that-what they call supply management and production control, that'll simply price us out of the international market.",3
"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future.",4
"But in the final analysis-in the final analysis, the person goes into that voting booth, they're going to say, â‰¥Who has the values I believe in? Who has the experience that we trust? Who has the integrity and stability to get the job done? â‰¤ My fellow Americans, I am that man and I ask for your support.",0
Opportunity and peace.,5
"Yes, we want change but we are the change. I am the change.",5
Keep America at work.,5
It's very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected.,0
"We've had enough of that, ladies and gentlemen.",0
John Kennedy proposed cutting capital gains.,1
"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",1
"And it permits - economists on the East Coast and West think it's good - it permits the president to sort out the priorities, and we continue to grow because I will not raise taxes.",1
"And the formula I've given you works, we've put it through a good economic model, we've got good economists on the West Coast, Michael Boskin and Marty Feldstein up there who's a very respected economist in the - Massachusetts. And they agree, that if we can do what I've said, we can get it down without going and socking the American taxpayer once again.",1
"Well, I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully.",1
"If he keeps this up, he's going to be the Joe Isuzu of American politics.",2
But we've got to keep going forward without killing off the engine and throwing people out of work.,0
"I was in Houston on Tuesday meeting with a group of good citizens, working citizens. All of them with little or no health insurance. One of them was a father who had been laid off a few months ago and lost his health insurance.",0
"It's the single most important public health crisis, single most important public health emergency we've had in our lifetimes and I think there are a number of things we have to do including supporting legislation which is now moving through the Congress, which will commit this nation to the resources to find a cure which will provide broad education and prevention, which will provide sensitive and caring treatment for the victims of AIDS.",0
Because has won the support of a great many people all over the state and I think it's a model for what I hope we can do across the country.,1
"But when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine. The last time the Vice President used that phrase, I suspect he remembers it, don't you? It was in 1964 and that's what he called Medicare. Well, he was wrong then and he's wrong now.",3
"Now, that's a certain passion that in my view it's misguided passion.",0
"I don't think there's any question about that, and I resent it. I resent it.",0
And I think I'm more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance.,1
"You see, I'd have found a way to sign that bill. Governor Thompson of Illinois did.",1
"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",1
"The problem, Mr. Bush, is that you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income. And when you do that, you've have homeless families.",4
"But if we spend and spend and spend, that is going to wrap up the housing market, and we'll go right back to the days of the misery index and malaise that President Reagan and I have overcome - thank God for the United States on that one.",4
"I know it's tough and honest people can disagree. But when a narcotics wrapped up guy goes in and murders a police officer, I think they ought to pay with their life. And I do believe it would be inhibiting.",0
"And so I am not going to furlough men like Willie Horton, and I would meet with their, the victims of his last escapade, the rape and the brutalization of the family down there in Maryland.",0
I don't favor abortion. I don't think it's a good thing. I don't think most people do.,1
"Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didn't want him to be furloughed again.",1
"You know, the vice president says he wants to impose the death penalty on drug traffickers, and yet his administration has a federal furlough program which is one of the most permissive in the country, which gave last year 7,000 furloughs to drug traffickers and drug pushers, the same people that he says he now wants to execute.",2
"Well, I must have been living through a different eight years then the ones the vice president's been living through, because this administration has cut and slashed and cut and slashed programs for children, for nutrition, for the kinds of things that can help these youngsters to live better lives.",0
"It's taken months and months and months to get Mr. Bush and the administration to support that legislation, and they're still resisting.",0
"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",0
Think about that father down there in Houston who has to tell his youngster that he can't play little league ball that he can't go out on the ball field because he's afraid he's going to get hurt.,0
"Were ready to go to work at the state and local level, all of us. I know the private sector is. People are all over the country.",0
"I think that part of it is the crime infested neighborhoods, and that's why I'm a strong believer in trying to control crimes in the neighborhood, why I was so pleased to be endorsed by the policemen on the beat, the Boston Police Department the other day.",1
This is the problem I have with the big spending liberals.,2
We're going to have to-the MX. We're going to have to do that. It's Christmas.,0
I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.,1
I thought the administration was opposed to the Midgetman. I thought the administration was at the negotiating table in Geneva suggesting that we ban mobile missile systems entirely.,1
"What we're talking about is a combination of a strong and effective and credible nuclear deterrent. Strong, well-equipped, well-trained, well-maintained conventional forces. And at the same time a willingness to move forward steadily, thoughtfully cautiously.",0
We cannot be strong militarily when we're teeter-tottering on top of a mountain of debt which has been created in the past eight years.,0
"We need a strong, credible, effective nuclear deterrent.",0
"An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel. Coast Guard cutters tied up at the dock this summer, not patrolling.",1
Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,1
I want us to invest in you. I want us to invest in your future.,0
It's going to be a beautiful thing to watch.,0
"I call it trumped-up trickle-down, because that's exactly what it would be.",0
I don't think General Douglas MacArthur would like that too much.,1
"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",2
I've heard from so many of you about the difficult choices you face and the stresses that you're under.,0
"Well, for one thing—and before we start on that—my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs. Our country's in deep trouble.",0
"What they're doing to us is a very, very sad thing. So we have to do that.",0
They should have been doing this for years.,2
"That means we need new jobs, good jobs, with rising incomes. I want us to invest in you.",0
I want us to invest in your future.,0
But we have to stop our jobs from being stolen from us.,0
"Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses.",0
It's going to be a beautiful thing to watch. Companies will come.,0
"We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs.",0
It will create tremendous numbers of new jobs.,0
"When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world.",1
"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much. So Ford is leaving.",3
"You can't do what you're looking to do with $20 trillion in debt. The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact. So I will tell you this.",3
"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",2
"That was in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm. In fact, Donald was one of the people who rooted for the housing crisis.",2
"Well, Donald, I know you live in your own reality, but that is not the facts.",2
They're going to do a tremendous job. I'm getting rid of the carried interest provision.,0
"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down. We are in a big, fat, ugly bubble.",0
"When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybody—Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year.",0
"When you have your staff taking the Fifth Amendment, taking the Fifth so they're not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it's disgraceful.",0
"It got us into the mess we were in, in 2008 and 2009.",0
"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald. I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. We have an architect in the audience who designed one of your clubhouses at one of your golf courses.",0
"I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use.",0
"And with a little leadership, you'd get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful. But we have no leadership. And honestly, that starts with Secretary Clinton.",2
"All talk, no action.",2
"First, maybe he's not as rich as he says he is.",2
"Second, maybe he's not as charitable as he claims to be. Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks.",2
You call yourself the King of Debt.,2
"And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we're seeing today.",0
But stop-and- frisk had a tremendous impact on the safety of New York City.,0
Tremendous beyond belief.,0
And it's a tremendously successful club.,0
"And when I look at what's going on in Charlotte, a city I love, a city where I have investments, when I look at what's going on throughout various parts of our country, whether it's—I mean, I can just keep naming them all day long—we need law and order in our country.",1
"We have endorsements from, I think, almost every police group, very—I mean, a large percentage of them in the United States.",1
"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.",1
"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over—almost 4,000 people in Chicago have been killed.",3
"These are people that are bad people that shouldn't be—when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.",3
"Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order.",5
We have to bring back law and order.,5
"We have to bring back law and order. Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York.",5
And we need law and order.,5
But I tend to agree with that quite strongly.,2
"[laughter]And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed.",2
He has really started his political activity based on this racist lie that our first black president was not an American citizen.,2
So he has a long record of engaging in racist behavior.,2
And the birther lie was a very hurtful one.,2
"And now they have the oil all over the place, including the oil—a lot of the oil in Libya, which was another one of her disasters.",0
"You look at the Middle East, it's a total mess.",0
"But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly.",0
They were choking on the sanctions.,0
That's why we're losing—we're losing—we lose on everything.,0
"And I'm very proud of it. In addition, I was just endorsed by ICE.",1
"In addition, I was just endorsed by ICE.",1
"And, number two, I said, and very strongly, NATO could be obsolete, because—and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest—but I said, they do not focus on terror.",2
"I also have a much better temperament than she has, you know?",2
"The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control.",2
"I said, there's a person with a temperament that's got a problem.",2
"And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling.",2
"And sadly, she doesn't have that.",2
"But it's bad, bad experience.",0
She doesn't have the look.,2
She doesn't have the stamina.,2
I said she doesn't have the stamina.,2
And I don't believe she does have the stamina.,2
"You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.",2
I want to make America great again.,5
I began this campaign because I was so tired of seeing such foolish things happen to our country.,0
"When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.",0
But I have tremendous respect for women.,0
And I will tell you that I'm going to make our country safe.,0
"These are very important values to me, because this is the America that I know and love.",0
"It's just words, folks. It's just words.",0
"When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all: When they go low, you go high.",0
And Donald insulted and attacked them for weeks over their religion.,0
Because you'd be in jail.,0
And my whole concept was to make America great again.,5
And Donald insulted and attacked them for weeks over their religion.,2
So you really owe him an apology.,2
Obamacare is a disaster. You know it. We all know it.,0
"Number two, Bernie Sanders said that Hillary Clinton has very bad judgment.",2
"And we have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it. As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people.",0
"As an example, in San Bernardino, many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people. Horribly wounded. They'll never be the same.",0
Horribly wounded.,0
"And I've heard this question from a lot of Muslim-Americans across our country, because, unfortunately, there's been a lot of very divisive, dark things said about Muslims.",0
"My vision of America is an America where everyone has a place, if you're willing to work hard, you do your part, you contribute to the community. That's what America is. That's what we want America to be for our children and our grandchildren.",0
This is going to be the great Trojan horse of all time.,0
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",2
"In some cases, they're murderers, drug lords, drug problems.",2
And she lied.,2
And it is sort of amusing to hear somebody who hasn't paid federal income taxes in maybe 20 years talking about what he's going to do.,0
"But I have a write-off, a lot of it's depreciation, which is a wonderful charge.",0
Because she has been a disaster as a senator. A disaster.,0
I'm very glad to do so.,3
"I'm sorry I have to keep saying this, but he lives in an alternative reality.",2
"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",0
"I think Aleppo is a disaster, humanitarian-wise.",0
"The biggest problem I have with the stupidity of our foreign policy, we have Mosul.",0
"Why can't they do it quietly? Why can't they do the attack, make it a sneak attack, and after the attack is made, inform the American public that we've knocked out the leaders, we've had a tremendous success?",0
How stupid is our country?,0
I think that would be a very serious mistake.,0
I have 21 Congressional Medal of Honor recipients who endorsed me. We talk about it all the time.,1
"Absolutely. I mean, she calls our people deplorable, a large group, and irredeemable.",0
"It's with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans.",0
"And she lied. I would be a president for all of the people, African- Americans, the inner cities.",2
It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.,2
"And the only one she talked to was Sidney Blumenthal, who's her friend and not a good guy, by the way.",2
It's an absolute disgrace.,0
"Well, Aleppo is a disaster.",0
"No, he doesn't know how to do that.",2
You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.,2
You don't have it in your blood.,2
You graduated either the lowest or almost the lowest in your class.,2
"There's nothing smart about you, Joe.",2
You can't even say the word law enforcement.,2
He wouldn't know a suburb unless you took a wrong turn.,2
He has no idea what he's talking about.,2
"Joe, you've had 308,000 military people dying because you couldn't provide them proper healthcare in the military.",2
"I'm here standing facing you, old buddy.",2
Everybody knows he's a liar.,2
"They said the problem is, no matter how well you run Obamacare, it's a disaster.",2
"He's been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to.",2
He's Putin's puppy.,2
"We have the old slugs out there that are 10, 12 years old.",2
The Bishop of that very church said that it was a disgrace.,2
The Bishop of that very church said that it was a disgrace.,1
"I was with the head of a major country, it's a forest city.",1
They're dying in the suburbs.,1
How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID?,0
"How many of you are in a situation where you lost your mom or dad and you couldn't even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",0
He will destroy this country.,0
There's fraud. They found 'em in creeks.,0
This is going to be a fraud like you've never seen.,0
"In fact, people that would not be necessarily on my side said that, ""President Trump did a phenomenal job.""",1
"But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing?",1
And I'm proud of him. I'm proud of my son.,0
"My son was in Iraq. He spent a year there. He got, he got the Bronze Star. He got the Conspicuous Service Medal. He was not a loser.",0
"They came after me spying on my campaign. They started from the day I won, and even before I won.",0
The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States.,0
The issue is the American people should speak. You should go out and vote. You're voting now.,0
"It's about your family, the American people.",0
"You, the American people. It's about you. That's what we're talking about here.",0
"He was a patriot and the people left behind, there, were heroes.",0
"Okay, Justice Ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a President and the Senate is elected for a period of time, but a President is elected for four years.",0
"It's a very, very sad thing.",0
That was the worst part of Obamacare.,0
He talks about the art of the deal.,0
"But look, the vast majority of police officers are good, decent, honorable men and women.",0
"And if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas.",0
They were teaching people that our country is a horrible place.,0
It's a racist place.,0
"And that's despite the impeachment hoax and you saw what happened today with Hillary Clinton, where it was a whole big con job.",0
"Under this President, we become weaker, sicker, poorer, more divided and more violent.",0
I want crystal clean water and air.,0
I want beautiful clean air.,0
"He's absolutely wrong, number one.",0
There's fraud.,0
"It's a fraud, and it's a shame.",0
This is a horrible thing for our country.,0
"They're called poll watchers, a very safe, very nice thing.",0
Because bad things happen in Philadelphia.,0
Bad things.,0
It means you have a fraudulent election.,0
"No one has established at all that there is fraud related to mail-in ballots, that the, somehow it's a fraudulent process.",0
Show up and vote.,5
"And quite frankly, when I look at their plan that talks about advancing testing, creating new PPE, developing a vaccine, umm, it looks a little bit like plagiarism, which is something Joe Biden knows a little bit about.",2
Joe Biden has been a cheerleader for Communist China through over the last several decades.,2
But what we have seen with Donald Trump is that he has betrayed our friends and embraced dictators around the world.,2
He was – he called Mexicans rapists and criminals.,2
"He, on the issue of Charlottesville, where people were peacefully protesting the need for racial justice, where a young woman was killed and on the other side there were neo-Nazis carrying tiki torches shouting racial epithets, anti semitic slurs.",2
"If you have a pre-existing condition, heart disease, diabetes, breast cancer, they're coming for you.",0
"Well, the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.",1
"I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made.",1
"But when you say what the American people have done over these last eight months hasn't worked, that's a great disservice to the sacrifices the American people have made.",1
The American people who have had to sacrifice far too much because of the incompetence of this administration.,1
We're about freedom and respecting the freedom of the American people.,0
"And the thought that I'd be sitting here right now I know would make her proud and she must be looking down on this. You know Joe and I were raised in a very similar way. We were raised with values that are about hard work, about the value and the dignity of public service and about the importance of fighting for the dignity of all people.",0
"I was elected the first woman of color, and black woman, to be elected Attorney General of the state of California, where I ran the second largest Department of Justice in the United States, second only to the United States Department of Justice.",0
"And then, of course, now I serve in the United States Senate as only the second black woman ever elected to the United States Senate.",0
"But when the debate is over, we come together as Americans.",0
"Whatever the Vice President's claiming the administration has done, clearly it hasn't worked when you're looking at over 210,000 dead bodies in our country, American lives that have been lost, families that are grieving that loss.",0
You know there's not a day gone by that I haven't thought of every American family that's lost a loved one. And I want all of you to know that you'll always be in our hearts and in our prayers.,0
"And let me, let me say on behalf of the president and the First Lady, how moved we've all been by the outpouring of prayers and concern for the President.",0
"Breaks my heart to reflect on it, but the military came into the Oval Office presented a plan.",0
"You mean you have to know Joe's story to know that Joe has known pain, he has known suffering, and he has known love.",0
"So I want to ask the American people, how calm were you when you were panicked about where you're going to get your next roll of toilet paper? How calm were you when your kids were sent home from school and you didn't know when they could go back?",0
President Trump and I have great confidence in the American people and their ability to take that information and put it into practice.,0
We told the American people what needed to be done and the American people made the sacrifices.,0
"And it was an outdoor event, which all of our scientists regularly and routinely advise, the difference here is President Trump and I trust the American people to make choices in the best interest of their health.",0
"And people around our country, of every race, of every age, of every gender – perfect strangers to each other – marched shoulder to shoulder, arm and arm, fighting for us to finally achieve that ideal of equal justice under law.",0
"And America, you deserve better.",0
"He said it was xenophobic and hysterical, but I can tell you, having led the White House Coronavirus Task Force, that that decision alone by President Trump bought us invaluable time to stand up the greatest national mobilization since World War II.",0
"Well, the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.",0
And I believe it's saved hundreds of thousands of American lives.,0
"The reality is, when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.",0
"And quite frankly, when I look at their plan that talks about advancing testing, creating new PPE, developing a vaccine, umm, it looks a little bit like plagiarism, which is something Joe Biden knows a little bit about.",0
"In the height of the epidemic, when we were losing a heartbreaking number of 2,500 Americans a day, we surged resources to New Jersey, and New York, and New Orleans and Detroit.",0
"Because the reality is that we're going to have a vaccine, Senator, in record time, in unheard of time, in less than a year.",0
"And your continuous undermining of confidence in a vaccine is just, it's just unacceptable.",0
"On the issue of the economy, I think there couldn't be a more fundamental difference between Donald Trump and Joe Biden.",0
"Of course now the economy is a complete disaster, but Joe Biden on the one hand, did that.",0
This is where the economy is in America right now and it is because of the catastrophe and the failure of leadership of this administration.,0
Joe Biden has been a cheerleader for Communist China through over the last several decades.,0
A great American hero.,0
"She's a brilliant woman, and she will bring a lifetime of experience and a sizable American family, to the Supreme Court of the United States.",0
"And it's insulting to suggest that we would knock anyone for their faith, and in fact, Joe if elected will be only the second practicing Catholic, as President of the United States.",0
"And her life was taken, unjustifiably and tragically and violently.",0
"And it just, it brings me to, you know, the eight minutes and 46 seconds that America witnessed, during which an American man was tortured and killed under the knee of an armed, uniformed police officer.",0
"They'd impose the Green New Deal, which would crush American energy, would increase the energy cost of American families in their homes and literally would crush American jobs.",4
He has the ability to lock himself up.,2
"I don't know, he's obviously made a lot of money, someplace, but he has this thing about living in a basement.",2
"Because you're the one that takes the money from Wall Street, not me.",2
I sold — while he was selling pillows and sheets — I sold tank busters to Ukraine.,2
"I ran because of Barack Obama, because you did a poor job.",2
This guy has a dog whistle about as big as a fog horn.,2
"Now, you're saying you're gonna get it done because you're all talk and no action, Joe.",2
The fact of the matter is he's flat lying.,2
"When I closed and banned China from coming in heavily infected, and then ultimately Europe, but China was in January — months later he was saying I was xenophobic, I did it too soon.",2
"My responses is, he is xenophobic but not because he shut down access from China.",2
"I think he called me racist, even, and because I was closing it to China.",2
They even have a statement that we have to give 10% to the big man.,2
"He embraces guys like the thugs like in North Korea, and, and, and the Chinese president and Putin and others, and he pokes his finger in the eye of all our friends, all of our allies.",2
"And they were called, and he called them, super predators.",2
So don't give me the stuff about how you're this innocent baby.,2
"This is a worldwide problem, but I've been congratulated by the heads of many countries on what we've been able to do with the — if you take a look at what we've done in terms of goggles and masks and gowns and everything else, and in particular, ventilators.",1
"Mueller and 18 angry Democrats, and FBI agents all over the place spent, $48 million.",1
"They left us a mess, and Obama would be – I think, the first to say — it was the single biggest problem, he thought, that our country had.",1
"The expectation is we'll have another 200,000 Americans dead by the time, between now and the end of the year.",0
That's why so many people in my state were dying and getting cancer.,0
He will kill it.,0
"We're dying with it, because he's never said — he said it's dangerous.",4
"They are the states in the Midwest, they are the states in the upper Midwest, that's where the spike is occurring significantly, but they're all Americans.",0
